"","year","district","college","postgrad","birth","age","legal","business","management","yrsmilitary","protestant","catholic","white","black","hispanic","marryyes","yrselect","privatepost","publicpost","highpost","lowpost","gdp01","yrsparty","taxreturn","numberofjobs","leadership","chair","rules","approp","fintax","agriculture","judiciary","education","health","effectivescore","deltajobs","speaker","majld","majpty","ethicsviol","ethicscmte","board","binboard","female","aide","council","mayor","commish","applocal","appstate","locparty","statparty","prelect","prapp","prparty","tenure","prexp","memberid","votemarg"
"23",1992,42,1,0,1930,62,0,0,0,3,1,0,1,0,0,1,2,1,0,0,0,788904.273956976,0,1,5.33239753228373,0,0,1,0,0,0,0,0,1,0.579199129390511,-0.172542908289116,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,22,1,2808,1
"24",1991,102,1,0,1931,60,0,0,1,-3.07028726028635,0,0,1,0,0,0,0.0948502285392445,0,1,0,0,783448.706432557,2.95925539064149,0,3.66260068885907,0,0,0,0,0,0,0,0,1,0.861091970478292,0.21842760027035,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,2836,1
"25",1992,102,1,0,1931,61,0,0,1,2.71647766127483,0,0,1,0,0,1,0.470025420503781,0,1,0,0,743992.779337999,-1.19767761295784,0,1.87842335130717,0,0,0,1,1,0,0,0,1,0.639296598642437,-0.672232658645377,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20,0,2836,1
"26",1993,104,1,0,1931,62,0,0,1,-4.5235437315909,0,0,1,0,0,1,-0.0375613671030686,0,1,0,0,768297.771634519,5.35202705497245,1,6.1547501497493,0,0,1,1,0,0,0,0,1,0.542002337830943,0.516968713074818,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21,0,2836,1
"27",1994,104,1,0,1931,63,0,0,1,-3.43620035532829,0,0,1,0,0,1,-1.53283502881828,0,1,0,0,608674.026440647,2.92100037358614,0,3.32888697414965,0,0,0,1,1,0,0,0,1,0.725522634035868,-0.100325144776422,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22,0,2836,1
"28",1991,99,1,1,1922,69,0,0,0,5,1,0,1,0,0,0,3,1,0,0,0,737782.795374413,-0.557899762325762,0,5.30802264506619,0,0,0,0,0,0,0,0,0,0.0491054066360078,1.55574340160844,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19,1,2860,1
"29",1992,99,1,1,1922,70,0,0,0,5,1,0,1,0,0,1,3,1,0,0,0,791217.272518392,-0.401490009666683,0,7.06644597374624,0,0,0,0,0,0,0,0,0,0.493984155447934,-0.190717840513231,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,1,2860,1
"30",1991,104,0,0,1937,54,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,779200.787953638,0,0,1.47107691185807,0,0,0,0,0,0,0,0,1,1.82880074217344,-0.877713082030056,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,17,1,2865,1
"31",1992,104,0,0,1937,55,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,834010.394055669,0,0,9.58341202983976,0,0,1,0,1,0,0,0,1,0.957320788085861,1.93671290957426,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,18,1,2865,1
"32",1993,106,0,0,1937,56,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,709731.157773419,0,0,4.70585763424684,0,0,1,0,0,0,0,0,1,1.23105419820322,-1.17505117514929,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,19,1,2865,1
"33",1994,106,0,0,1937,57,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,603584.471829343,0,1,3.07303307017845,0,0,0,0,0,0,0,0,1,0.908832455387699,1.48020048232138,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,20,1,2865,1
"34",1995,106,0,0,1937,58,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,639719.75,0,0,3,0,0,0,0,0,0,0,0,1,1.67309459566836,-2.72934649596322,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,21,1,2865,1
"35",1996,106,0,0,1937,59,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,661112.3125,0,0,3,0,0,1,0,0,0,0,0,1,0.389837070771522,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,22,1,2865,1
"36",1997,106,0,0,1937,60,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,702990.5,0,0,3,0,0,0,0,0,0,0,0,1,0.835652397434822,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,23,1,2865,1
"37",1998,106,0,0,1937,61,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,760791.1875,0,0,3,0,0,0,0,0,0,0,0,1,1.77088038903163,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,24,1,2865,1
"38",1999,106,0,0,1937,62,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,795146.3125,0,0,3,0,0,0,0,0,0,0,0,1,0.495210954395645,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,25,1,2865,1
"39",2000,106,0,0,1937,63,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,796050.75,0,0,4,0,0,0,0,0,0,0,1,0,1.33371391461859,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,26,1,2865,1
"40",1991,75,1,0,1923,68,0,0,1,4.76398294998477,0,1,1,0,0,1,-2.65084171108473,1,0,0,0,891128.255118978,-0.901835428347619,0,3.51698618078544,0,0,0,0,1,0,0,0,0,0.164992001265195,1.12634802418964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,2877,1
"41",1992,75,1,0,1923,69,0,0,1,5.55026942944931,1,0,1,0,0,1,3.03218372039532,1,0,0,0,732288.671552165,4.21211459020942,0,6.39138496406933,0,0,0,0,1,0,0,0,0,-0.0460468251086785,1.73601952516225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,2877,1
"42",1993,76,1,0,1923,70,0,0,1,1.97189686192761,1,0,1,0,0,0,0.774526590887826,1,0,0,0,690551.825459708,-0.391656350606798,0,3.9656210291857,0,0,0,0,0,0,0,1,0,1.60443394189781,-0.252816442330237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,2877,1
"43",1994,76,1,0,1923,71,0,0,1,-4.97553994366998,1,0,1,0,0,0,-1.88193710217506,1,0,0,0,807963.498107905,-0.797680687768451,0,4.04722187374492,0,0,0,1,0,0,0,1,0,-0.0658530398250116,0.524014674110512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,2877,1
"44",1991,84,0,0,1924,67,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,761665.536944697,4.53594936275585,0,6.20614088692647,0,0,1,0,0,0,0,0,0,1.32608336398656,-0.98964045084659,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,17,1,2879,0.593358993530273
"45",1992,84,0,0,1924,68,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,766367.136814674,3.51452798450623,1,4.24044975341018,0,0,0,0,1,0,0,0,0,1.22405796201525,-0.637930218801515,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,18,1,2879,0.593358993530273
"46",1993,86,0,0,1924,69,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,810437.469751528,8.04442687421541,1,2.69016561504995,0,0,0,0,0,0,0,0,0,0.616965467992993,0.086688502911155,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,19,1,2879,1
"47",1994,86,0,0,1924,70,0,1,0,4,0,1,1,0,1,1,0,1,0,0,0,666771.036043382,11.8701901534737,0,0.884627564532006,0,0,0,0,0,0,0,0,0,1.25573417638417,0.107508019272586,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,20,1,2879,1
"48",1995,86,0,0,1924,71,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,639719.75,7.67648103018626,0,4,0,0,0,1,1,0,0,0,0,0.496214201879659,1.76925082701631,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,21,1,2879,0.669344007968903
"49",1996,86,0,0,1924,72,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,661112.3125,9.62855458101043,0,4,0,0,0,0,0,0,0,0,0,0.953128261924628,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,22,1,2879,0.669344007968903
"50",1997,86,0,0,1924,73,0,1,0,4,0,1,0,0,0,1,0,1,0,0,0,702990.5,9.04417601968419,0,4,0,0,0,1,0,0,0,0,0,0.448066249304062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,23,1,2879,1
"51",1998,86,0,0,1924,74,0,1,0,4,0,1,1,1,0,1,0,1,0,0,0,760791.1875,9.29359023104903,0,4,0,0,0,1,0,0,0,0,0,0.17638794437102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,24,1,2879,1
"52",1999,86,0,0,1924,75,0,1,0,4,0,1,0,0,1,1,0,1,0,0,0,795146.3125,5.64044199549622,0,3.29237209831316,0,0,0,1,0,0,0,0,0,0.380753800296547,-0.280940254891157,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,25,1,2879,1
"53",2000,86,0,0,1924,76,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,796050.75,6.96613968721373,0,4.06466115747332,0,0,0,0,0,0,0,0,0,0.322952123878317,0.641748224713812,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,26,1,2879,1
"54",1991,13,1,0,1931,60,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,712437.228588014,8.1768616064809,0,4.64412381877026,0,0,1,0,0,0,0,0,0,0.293785642875736,-0.125150903761771,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,14,1,2919,1
"55",1992,13,1,0,1931,61,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,696329.38330518,7.58287234060135,0,5.63158771373184,0,0,1,0,0,0,0,0,0,0.568523231909852,0.269955600323017,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,15,1,2919,1
"56",1993,12,1,0,1931,62,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,682301.81157874,7.08932458189259,0,3.68402969771497,0,0,1,1,0,0,1,0,0,0.155679735889631,-1.5614395029903,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,16,1,2919,0.561304986476898
"57",1994,12,1,0,1931,63,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,763369.437078478,6.92701795701881,0,4.12587676303333,0,0,1,0,0,0,1,0,0,0.497233905270134,-1.46900345234493,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,17,1,2919,0.561304986476898
"58",1995,12,1,0,1931,64,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,639719.75,13.2234877205545,0,3,0,0,0,0,0,0,0,0,0,0.327673510582399,-0.455510509580686,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,18,1,2919,1
"59",1996,12,1,0,1931,65,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,661112.3125,9.23272044945547,0,3,0,0,0,0,0,0,0,0,0,0.556072291877068,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,19,1,2919,1
"60",1997,12,1,0,1931,66,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,702990.5,8.30801953152654,0,4,0,0,1,0,0,0,0,0,0,0.0537515398829689,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,20,1,2919,0.521565973758698
"61",1998,12,1,0,1931,67,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,760791.1875,3.44096862115426,0,4,0,0,1,0,0,0,0,0,0,1.07830495082167,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,21,1,2919,0.521565973758698
"62",1999,12,1,0,1931,68,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,795146.3125,4.15813018638106,0,4,0,0,1,0,0,0,0,0,0,0.99042190879129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,22,1,2919,1
"63",2000,12,1,0,1931,69,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,796050.75,9.16862139915783,0,4,0,0,1,0,0,0,0,0,0,1.00856415192138,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,23,1,2919,1
"64",1991,61,1,0,1935,56,0,0,0,13.4280806797087,1,0,1,0,0,1,0.411289932849552,1,0,0,0,823896.766487473,-2.43753626646273,0,9.84444738768024,0,0,0,0,0,0,0,0,0,0.720506441175806,1.13306560879877,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1,2923,1
"65",1991,4,1,0,1951,40,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,655678.213873805,0,0,5.34112336981247,0,0,1,0,0,0,0,0,0,0.682184256214057,-1.18781301898806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2930,1
"66",1992,4,1,0,1951,41,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,826005.867169893,0,0,9.1125050758963,0,0,1,0,0,0,0,0,0,0.926343629284233,1.4304039632523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2930,1
"67",1993,1,1,0,1951,42,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,833434.096360459,0,0,6.44272583305662,0,0,0,0,0,0,0,0,0,2.03703353818573,1.06754148610232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2930,0.626652002334595
"68",1994,1,1,0,1951,43,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,770262.359134262,0,0,10.7738415547389,0,0,0,0,0,0,0,0,0,0.289547024212277,1.39242837020829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2930,0.626652002334595
"69",1991,53,1,1,1941,50,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,659321.280987224,8.16855682275144,0,3.96219970857854,0,0,1,0,0,0,0,0,1,1.37269291920787,0.633247316226678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,13,1,2932,1
"70",1992,53,1,1,1941,51,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,669540.87048217,5.9629736285624,0,0.288341334528291,0,0,1,0,0,0,0,0,1,0.41349171134511,0.643807345535236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,14,1,2932,1
"71",1993,54,1,1,1941,52,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,719471.463092858,6.17323689294134,0,1.26867812182735,0,0,1,0,0,0,0,0,1,-0.325752300517412,-1.14825468703421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,1,2932,1
"72",1994,54,1,1,1941,53,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,722538.17432217,5.28846164032845,0,5.61813751169402,0,0,1,0,0,0,0,0,1,0.873397929218387,0.203463316782928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,16,1,2932,1
"73",1995,54,1,1,1941,54,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,639719.75,8.18503990842268,0,4,0,0,0,0,0,0,0,0,0,0.161194670582877,0.871207951414124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,17,1,2932,1
"74",1996,54,1,1,1941,55,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,661112.3125,4.27418439776432,0,4,0,0,0,0,0,0,0,0,0,0.0827730717275336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,18,1,2932,1
"75",1997,54,1,1,1941,56,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,702990.5,7.79477319396051,0,3,0,0,0,0,0,0,0,0,0,0.675287052697092,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,19,1,2932,1
"76",1998,54,1,1,1941,57,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,760791.1875,5.34808556564103,0,3,0,0,0,0,0,0,0,0,0,0.359343130659264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,20,1,2932,1
"77",1999,54,1,1,1941,58,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,795146.3125,4.98128641246178,0,3,0,0,0,0,0,0,0,0,0,0.867441765282002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,21,1,2932,1
"78",2000,54,1,1,1941,59,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,796050.75,6.79459241240922,0,2,0,0,0,0,0,0,0,0,0,0.1593013989584,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,22,1,2932,1
"79",1991,46,1,0,1926,65,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,800696.217854425,0,0,5.7398474114838,0,0,0,0,0,0,0,0,0,1.03235372118464,0.420198836724323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1,2933,1
"80",1992,46,1,0,1926,66,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,846547.151296575,0,0,3.70039038349814,0,0,0,0,0,0,0,0,0,0.811225837968335,0.595765524616909,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,1,2933,1
"81",1993,42,1,0,1926,67,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,720200.010496336,0,0,4.29585838851614,0,0,0,0,0,0,0,0,1,2.11697670849311,-0.315055391809393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,1,2933,0.655903995037079
"82",1994,42,1,0,1926,68,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,610759.92132586,0,0,5.63868767539317,0,0,0,0,0,0,0,0,1,0.386899656471022,0.439678962198323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,1,2933,0.655903995037079
"83",1995,42,1,0,1926,69,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,639719.75,0,0,2,0,0,0,0,0,0,0,0,1,0.390046202565255,-0.919876847894723,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,1,2933,0.559300005435944
"84",1996,42,1,0,1926,70,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,661112.3125,0,0,3,0,0,1,0,1,0,0,0,1,0.643333389105105,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,1,2933,0.559300005435944
"85",1997,42,1,0,1926,71,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,702990.5,0,0,3,0,0,0,1,0,0,0,0,0,0.206882079300982,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,1,2933,0.551149010658264
"86",1998,42,1,0,1926,72,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,760791.1875,0,0,3,0,0,0,0,0,0,0,0,0,0.626669458111666,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,1,2933,0.551149010658264
"87",1999,42,1,0,1926,73,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,795146.3125,0,0,3,0,0,0,0,0,1,0,0,0,1.10487906289039,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,1,2933,0.633453011512756
"88",2000,42,1,0,1926,74,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,796050.75,0,0,3,0,0,0,0,0,1,0,0,0,0.783898312656218,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22,1,2933,0.633453011512756
"89",1991,82,1,1,1946,45,0,0,0,0,0,1,1,0,0,1,2.60276537679658,0,1,0,1,722918.077972482,0,0,-0.0565509370669854,0,0,0,1,1,0,0,0,0,0.516650331134993,-0.848403279519532,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,1,2934,0.625383019447327
"90",1992,82,1,1,1946,46,0,0,0,0,0,0,1,0,0,1,6.39990751984961,0,1,0,1,809125.818454361,0,0,0.690053777161965,0,0,0,0,0,0,0,0,0,0.720583612714526,-0.908745369837331,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,1,2934,0.625383019447327
